user_id,price,items_count,recommend
76561198089915749,19.99,40.0,1.0
76561198094695756,9.99,54.0,0.0
viceflin,3.99,38.0,1.0
81951366,0.99,0.0,0.0
ArytomTheRussian,3.99,310.0,1.0
76561198097281049,9.99,83.0,1.0
76561198060170945,19.99,62.0,0.0
76561198068349085,14.99,35.0,0.0
76561198059674188,1.99,20.0,1.0
EOQNSEI,19.99,103.0,1.0
asaelin,4.99,0.0,1.0
76561197965332011,4.99,31.0,0.0
_Ascension_,2.99,36.0,0.0
76561198081295106,9.99,33.0,0.0
ascnewton,1.99,6.0,1.0
air_damo,5.99,140.0,1.0
76561198019266968,4.99,60.0,1.0
DickTickler,9.99,185.0,0.0
76561198027077734,1.99,0.0,1.0
yeahasdf,2.99,171.0,1.0
Dragonzarefriendly,39.99,120.0,1.0
76561198090456315,2.99,31.0,1.0
asdryu,4.99,29.0,1.0
76561198060755634,24.99,70.0,1.0
pancake01,0.99,43.0,0.0
76561198073708111,5.99,67.0,1.0
76561198019099428,9.99,18.0,1.0
76561198054677784,12.99,74.0,1.0
76561198061996985,12.99,47.0,1.0
AnalDevistator,14.99,333.0,1.0
76561198053336377,19.99,25.0,1.0
76561198054453794,19.99,212.0,1.0
Ashenos,4.99,10.0,1.0
AsherFatin,2.99,25.0,1.0
76561198071743655,12.99,7.0,1.0
76561198086319709,3.99,0.0,1.0
SequinMilkshakes,4.99,80.0,1.0
76561198163811649,39.99,33.0,0.0
09879655452567,4.99,0.0,1.0
76561198049864872,4.99,22.0,1.0
76561198074241763,1.99,27.0,1.0
ThatAsianOne,0.99,92.0,1.0
hugomb,8.99,45.0,0.0
76561198097034946,29.99,93.0,1.0
76561198076291236,4.99,0.0,1.0
76561198066447796,5.99,35.0,1.0
76561198044439739,3.99,9.0,1.0
76561198058329541,4.99,84.0,1.0
tommycao,8.99,23.0,1.0
76561198089834976,4.99,0.0,1.0
76561198049918344,1.99,0.0,1.0
76561198096038814,6.99,8.0,0.0
OfficialBread,4.99,26.0,1.0
kydmar,3.99,61.0,0.0
ostrichcsgo,6.99,124.0,1.0
Asreonix,2.99,87.0,1.0
hemcom,2.99,280.0,1.0
76561198073493920,1.99,49.0,1.0
76561198016170713,13.99,242.0,1.0
76561198060486109,29.99,23.0,1.0
76561198102477915,1.99,114.0,0.0
76561198081669697,9.99,99.0,1.0
76561198079365188,14.99,41.0,1.0
Assasindie,19.99,42.0,1.0
Assassin-Derp,4.99,23.0,1.0
76561198058912511,1.99,55.0,1.0
76561198101976562,7.99,118.0,1.0
76561198091734917,69.99,22.0,1.0
76561198066805291,5.99,7.0,1.0
AssassinGamerzHD,0.99,12.0,1.0
AssassinTG,0.99,390.0,1.0
76561198083206007,2.99,8.0,1.0
AssaultBird,24.99,36.0,1.0
S810sWolf,3.99,245.0,1.0
76561198032752949,9.99,177.0,1.0
therandomdood,2.99,103.0,1.0
Lizaya,6.99,29.0,1.0
76561198069621555,4.99,29.0,1.0
NachoRugOwl,11.99,146.0,1.0
1231343263534243534,19.99,48.0,1.0
iamthefuckingmagicman,19.99,68.0,1.0
aromph,0.99,477.0,0.0
Xynont_Nightray,9.99,256.0,1.0
0-3-0,2.99,139.0,1.0
Strikeria,2.99,37.0,1.0
76561198023404604,4.99,76.0,0.0
76561198068150429,14.99,13.0,1.0
dedaffa,2.99,16.0,1.0
therealastraa,9.99,118.0,1.0
76561198002240486,24.99,0.0,1.0
76561198054044232,3.99,16.0,1.0
76561198106203134,2.99,0.0,1.0
76561198079891580,3.99,33.0,1.0
76561198063374862,5.99,0.0,0.0
thattechgamer99,2.99,39.0,1.0
76561198096442982,5.99,82.0,1.0
Astronelson,4.99,94.0,1.0
LeAstroPudding,2.99,99.0,1.0
s_gaitt,2.99,0.0,1.0
76561198006455664,3.99,43.0,1.0
76561198071576223,9.99,12.0,1.0
76561198022370487,9.99,128.0,1.0
76561198088410602,3.99,27.0,1.0
richbags12,9.99,709.0,1.0
Ataskuri,0.99,322.0,1.0
76561198068082545,14.99,20.0,1.0
76561198078987650,2.99,17.0,0.0
athena8987,2.99,86.0,1.0
76561198098145127,12.99,15.0,0.0
76561198067743578,2.99,0.0,0.0
91828382991,2.99,58.0,1.0
rnldcris51,9.99,59.0,1.0
jehdo,19.99,13.0,1.0
76561198189794995,4.99,48.0,1.0
76561198092379288,19.99,17.0,1.0
76561198098479489,29.99,70.0,1.0
Diotoir,1.99,98.0,1.0
76561198083376999,9.99,55.0,1.0
atomicdominator,3.99,174.0,1.0
76561198054981238,9.99,0.0,1.0
76561198042409458,0.99,56.0,0.0
76561198028928753,19.99,57.0,0.0
76561198017386525,2.99,25.0,1.0
76561198054599203,29.99,49.0,1.0
76561197991491281,9.99,26.0,0.0
fuckyoualnahyan,0.99,113.0,1.0
PiDiMo,19.99,13.0,1.0
76561198113662788,14.99,124.0,0.0
76561198055307813,4.99,242.0,1.0
deadinfinity,3.99,196.0,1.0
76561198049739471,14.99,0.0,1.0
76561198072955822,9.99,56.0,1.0
76561198112905151,12.99,17.0,1.0
76561198046145782,19.99,0.0,1.0
Auralux,7.99,142.0,1.0
zoobledooble,2.99,25.0,1.0
HumpALump,1.99,41.0,1.0
brendan_auri,4.99,85.0,1.0
Panda_Boots,14.99,481.0,1.0
76561198058168124,4.99,0.0,1.0
_aurra_,4.99,64.0,1.0
AuzDomination,5.99,120.0,1.0
76561198040659577,19.99,0.0,0.0
76561198069566821,0.99,4.0,1.0
AusMadDog,4.99,0.0,1.0
76561198040659577,9.99,0.0,1.0
76561198069566821,0.99,4.0,1.0
AusMadDog,1.99,0.0,1.0
76561198073224032,6.99,0.0,1.0
AusRomper,4.99,346.0,1.0
AUSSAYE,1.99,93.0,1.0
76561198080804547,4.99,84.0,1.0
76561197995898858,14.99,3.0,1.0
Aussie_Dildo,14.99,79.0,1.0
79666777777777777777777,9.99,23.0,1.0
76561198062665871,4.99,30.0,1.0
76561198070802131,19.99,84.0,0.0
Aussie-Player,17.99,14.0,1.0
AussieAidan,4.99,67.0,1.0
ostendorph,7.99,107.0,0.0
pwnstarleader,9.99,92.0,1.0
AussieGrimm,1.99,633.0,1.0
76561198087315458,3.99,18.0,1.0
76561198058410324,2.99,16.0,1.0
RebbitTheRebbit,14.99,90.0,1.0
AusSoldier224,39.99,154.0,1.0
76561198054263529,4.99,185.0,1.0
76561198060311770,2.99,76.0,1.0
76561198099290537,2.99,34.0,1.0
76561198095846852,19.99,38.0,1.0
AustralianBarbarian,1.99,11.0,1.0
76561198047693569,9.99,0.0,1.0
76561198023788935,6.99,31.0,1.0
76561198086870166,14.99,49.0,1.0
76561198042174844,59.99,57.0,1.0
76561198060172909,2.99,43.0,1.0
autismothe1,5.99,23.0,1.0
76561198059496770,0.99,56.0,1.0
Winkster,3.99,84.0,1.0
MrGoldenGaytime,9.99,111.0,1.0
76561198120435703,29.99,12.0,1.0
76561198070616218,4.99,92.0,1.0
76561197988786035,7.99,92.0,1.0
76561198004626467,3.99,44.0,1.0
AutoKills,1.99,91.0,0.0
76561198063318130,2.99,89.0,1.0
76561198069591770,2.99,12.0,1.0
auzou,4.99,284.0,1.0
76561198095257483,9.99,110.0,1.0
76561198042945948,3.99,0.0,1.0
76561198066447730,3.99,0.0,1.0
AvadaKedav,4.99,25.0,1.0
Avantex,44.99,0.0,1.0
V1RUS02,2.99,11.0,1.0
76561198041009166,2.99,0.0,1.0
76561198064765769,4.99,29.0,1.0
76561198054073078,9.99,380.0,1.0
76561198068665540,2.99,30.0,1.0
Croosoe,9.99,57.0,1.0
76561198055330674,4.99,71.0,1.0
mittyt108,24.99,0.0,1.0
76561198046511389,8.99,39.0,1.0
76561198088546483,2.99,13.0,1.0
76561198123837950,0.99,26.0,1.0
76561198066488158,14.99,230.0,1.0
76561198068208414,5.99,107.0,0.0
aviator_9,1.99,199.0,1.0
PatrickRD,9.99,54.0,1.0
76561198065810697,12.99,40.0,1.0
76561198027157256,7.99,0.0,1.0
76561198089355060,4.99,56.0,1.0
76561198057884824,29.99,103.0,1.0
76561198064545125,13.99,0.0,1.0
G1ngerN1nja,3.49,59.0,1.0
aosifdjn,11.99,0.0,1.0
beno3004,9.99,158.0,1.0
76561198073727117,1.99,55.0,1.0
76561198063857275,3.99,0.0,1.0
76561198070497067,4.99,131.0,1.0
76561198103683624,0.99,0.0,1.0
Awesomeman204,49.99,135.0,1.0
AwsomeZ10,1.99,36.0,1.0
Awesomised,4.99,106.0,0.0
awestom,5.99,224.0,0.0
76561198061780141,1.99,87.0,1.0
76561198085767270,7.99,12.0,1.0
76561198088900187,0.99,10.0,0.0
76561198076301614,6.99,8.0,1.0
ImAwreo,19.99,82.0,0.0
76561198065609213,74.99,32.0,1.0
moistwenis,0.99,189.0,1.0
Onemaponly,4.99,136.0,1.0
rossyaxe,4.99,147.0,1.0
76561198045200302,44.99,14.0,1.0
Axeln0107,4.99,15.0,1.0
76561198006526879,9.99,77.0,1.0
76561198045474388,8.99,0.0,1.0
axisential,0.99,19.0,1.0
76561198068378615,4.99,14.0,1.0
76561198068378615,3.99,14.0,1.0
76561198076747687,0.99,58.0,0.0
76561198094656207,0.99,149.0,0.0
76561198101546795,5.99,8.0,1.0
76561198130077931,3.99,0.0,1.0
aidozinthebigbluehouse,6.99,90.0,1.0
ArkanamX,19.99,194.0,1.0
76561198070178105,7.99,53.0,0.0
76561198064335789,9.99,231.0,1.0
BeKin,1.99,20.0,1.0
forsakengremory,6.99,41.0,0.0
76561198052392009,6.99,14.0,1.0
76561198072450948,17.99,53.0,1.0
76561198098017317,2.99,17.0,1.0
76561198027220526,1.99,50.0,1.0
76561198040611366,5.99,124.0,1.0
Azbradon,39.99,0.0,1.0
76561198072940782,19.99,215.0,1.0
76561198042079555,29.99,32.0,1.0
76561198069000908,3.99,8.0,1.0
Azmi400,2.99,37.0,0.0
76561198089276519,3.99,0.0,1.0
76561198065936895,4.99,42.0,0.0
AznPockyz,12.99,40.0,1.0
76561198100642660,9.99,17.0,0.0
Azra_Hijran,1.99,98.0,0.0
76561198074965973,5.99,57.0,0.0
1Aztec1,9.99,0.0,1.0
mmunchies,8.99,92.0,1.0
76561198076563186,4.99,2.0,1.0
76561198060164587,14.99,9.0,1.0
76561198045015092,2.99,0.0,0.0
76561198022701298,4.99,61.0,1.0
whorsir,2.99,133.0,1.0
76561198101052768,1.99,31.0,1.0
CatwaffleZ,14.99,113.0,1.0
azamora95,9.99,13.0,1.0
76561198003811382,1.99,294.0,1.0
AzzaTheArsonist,8.99,211.0,1.0
Azzamacazza,12.99,130.0,1.0
Azzanation,8.99,1016.0,1.0
76561197999368302,3.99,29.0,1.0
Azzapatazza,19.99,0.0,1.0
76561198062224748,0.99,15.0,1.0
76561198040493808,17.99,64.0,1.0
Fuckallmothe,4.99,0.0,1.0
76561198058526866,4.99,85.0,1.0
76561198068655726,1.99,0.0,1.0
turd_dumping,0.99,21.0,1.0
76561198084881725,3.99,8.0,1.0
76561198018817826,17.99,0.0,1.0
76561198087650886,4.99,60.0,1.0
76561198066972644,1.99,219.0,1.0
76561198072042026,9.99,19.0,1.0
76561198071098863,4.99,46.0,1.0
76561198079074828,0.99,72.0,1.0
76561198038148907,24.99,256.0,1.0
B-HopperTr0LL,19.99,15.0,1.0
76561198029327009,19.99,84.0,1.0
bwolf7803,6.99,213.0,1.0
76561198049999963,9.99,37.0,1.0
76561198051508191,6.99,0.0,1.0
76561198082003335,4.99,47.0,1.0
76561197966641441,9.99,0.0,1.0
76561198091515601,4.99,41.0,1.0
76561198073085305,599.0,0.0,1.0
76561198065322078,3.99,6.0,1.0
immizen,9.99,45.0,0.0
Ahnoobs,2.99,602.0,1.0
botbasic,19.99,60.0,0.0
stopreadingthisthing,3.99,48.0,0.0
76561197972166311,19.99,72.0,1.0
bablins42,1.99,91.0,1.0
malthiusau,0.99,197.0,1.0
76561198062931949,2.99,41.0,1.0
76561198059808061,4.99,69.0,1.0
NewandImprovedDashie,8.99,53.0,1.0
DerShpee,0.99,25.0,1.0
I3m0n,1.99,72.0,1.0
76561198069307028,4.99,119.0,1.0
BloodyTauren,9.99,25.0,1.0
76561198056660934,771.71,0.0,1.0
76561198044209433,3.99,10.0,1.0
dataxpunged,3.99,56.0,1.0
76561198077966593,0.99,20.0,1.0
76561198041857144,8.99,195.0,1.0
76561198012105980,9.99,0.0,1.0
1994dbc,4.99,207.0,1.0
backwardscancan,1.99,231.0,1.0
76561197998346129,6.99,0.0,1.0
baconnisbae,9.99,40.0,1.0
baconnisbae,3.99,40.0,1.0
76561198039875701,1.99,0.0,1.0
76561198071162808,4.99,89.0,1.0
76561198092981524,44.99,53.0,1.0
YoshiJoshi,1.99,139.0,1.0
76561198090509242,39.99,28.0,1.0
76561198067141539,7.99,126.0,1.0
76561198058685723,4.99,29.0,1.0
baco65,1.99,0.0,1.0
76561198045310158,14.99,27.0,1.0
76561198072271891,0.99,3.0,1.0
76561198058123182,12.99,70.0,0.0
76561198016012144,6.99,61.0,1.0
76561198060622238,0.99,52.0,1.0
76561198047416358,18.99,84.0,1.0
76561198057443216,14.99,28.0,1.0
vossensg,14.99,0.0,1.0
ThomasBilleau,12.99,32.0,0.0
76561197994938852,14.99,185.0,1.0
76561198057233213,1.99,103.0,1.0
76561198064252390,9.99,76.0,0.0
dragacane,2.99,170.0,1.0
76561198078081680,19.99,56.0,1.0
jefrau10,9.99,72.0,1.0
badminton,0.99,394.0,1.0
76561197971663378,0.99,38.0,1.0
76561198087979850,12.99,51.0,1.0
badwizard,7.99,61.0,1.0
76561198026400898,3.99,91.0,1.0
sabretoothwalrus,3.99,210.0,1.0
integralbery,0.99,61.0,1.0
76561198072109766,19.99,146.0,1.0
120488700,4.99,21.0,1.0
76561198069354991,29.99,3.0,1.0
Umegadem,5.99,50.0,1.0
BaHz,1.99,100.0,1.0
76561198051702977,9.99,179.0,1.0
Baileaf,3.99,284.0,1.0
76561198055632563,0.99,145.0,1.0
baileyreece,4.99,62.0,1.0
76561198057366758,4.99,32.0,0.0
76561198043001679,0.99,113.0,1.0
AssTehtics,2.99,52.0,0.0
BakedCrossaint,9.99,0.0,1.0
BakedCrossaint,4.99,0.0,1.0
76561198059503703,4.99,20.0,1.0
SwEgLoRd101,0.99,46.0,1.0
Bakuhteh,1.99,104.0,1.0
USnosaJ4800,12.99,12.0,1.0
76561198068982966,0.99,54.0,1.0
76561198071937365,4.99,35.0,1.0
Baldman,4.99,412.0,1.0
76561198030535829,4.99,438.0,1.0
131312,4.99,135.0,1.0
76561198013817860,9.99,35.0,1.0
76561197995628648,12.99,17.0,1.0
artifiction,2.99,19.0,1.0
gkk,2.99,48.0,1.0
BallisticPancake,2.99,42.0,1.0
76561198078072180,4.99,14.0,1.0
76561198144637534,3.99,31.0,1.0
76561197999198805,0.99,83.0,1.0
76561198058515847,2.99,27.0,1.0
76561198097554659,4.99,37.0,1.0
76561198018890872,3.99,39.0,1.0
76561198082768392,4.99,74.0,1.0
76561198065661382,15.99,136.0,1.0
antongarciabitw,4.99,53.0,1.0
theoverlordoftheplanet,0.99,0.0,1.0
nullakao,9.99,190.0,1.0
76561198081006512,39.99,47.0,1.0
76561198033610152,2.99,142.0,1.0
76561198079348289,5.99,92.0,1.0
76561198011433857,14.99,64.0,1.0
paigamer2012,3.99,128.0,1.0
76561197998463688,6.99,190.0,0.0
swiftshot2,9.99,74.0,1.0
76561198043919317,0.99,21.0,1.0
76561198050241194,1.99,25.0,1.0
Banullana999,0.99,99.0,1.0
76561198085708153,9.99,41.0,1.0
Patonsa,2.99,376.0,1.0
76561198085850232,7.49,31.0,1.0
76561198043311975,4.99,66.0,1.0
76561198054129265,9.99,54.0,1.0
76561198091112663,4.99,44.0,1.0
76561198080702354,3.99,27.0,1.0
76561198066137708,7.99,51.0,1.0
skydive1111,19.99,121.0,1.0
76561198089732305,19.99,0.0,1.0
76561198041992179,14.99,225.0,1.0
chun437,0.99,15.0,1.0
lokidokii,4.99,0.0,1.0
76561198068196846,4.99,45.0,1.0
76561198078360508,9.99,63.0,1.0
76561198066638174,14.99,32.0,0.0
76561198065272340,4.99,58.0,0.0
76561198054101760,4.99,10.0,1.0
The_Eternal_Bane,2.99,38.0,1.0
Laymeintheriver,1.99,67.0,1.0
76561198077256989,7.99,61.0,1.0
76561198061312639,4.99,0.0,1.0
76561198036243295,39.99,237.0,1.0
banjo143,9.99,113.0,1.0
76561198009211416,19.99,50.0,1.0
76561198074947446,2.99,0.0,1.0
banhoe,4.99,32.0,1.0
Bankerz,3.99,124.0,1.0
76561198068376842,0.99,44.0,1.0
76561198069030653,1.99,61.0,1.0
taplit06,19.99,38.0,1.0
76561197968760638,2.99,43.0,1.0
76561198045044643,4.99,31.0,1.0
76561198072516603,49.99,7.0,1.0
76561198078059717,6.99,16.0,1.0
76561198066435800,2.99,0.0,1.0
76561198068907374,1.99,62.0,1.0
danteLAD,9.99,29.0,1.0
banthesun,9.99,143.0,1.0
BaobeiDragon,1.99,14.0,1.0
76561198072224906,1.99,31.0,1.0
Estetive,6.99,401.0,1.0
MarioBrother,4.99,79.0,1.0
76561198079424784,6.99,33.0,1.0
ninjaroy,2.99,46.0,1.0
76561198063086447,2.99,2.0,1.0
baranaka,5.99,179.0,1.0
76561198082590498,3.99,75.0,1.0
barcodereader,14.99,195.0,1.0
Barcoo,5.99,90.0,1.0
bardicsteam,19.99,248.0,1.0
Extortia,2.99,231.0,1.0
Llamadyl,2.99,35.0,1.0
76561198036741581,9.99,63.0,1.0
76561197969727244,2.99,0.0,0.0
TheBooty-AssMessiah,2.99,4.0,0.0
76561198064254180,0.99,66.0,1.0
76561198048762090,4.99,83.0,1.0
76561198029331917,49.99,92.0,0.0
barkley,10.99,265.0,1.0
76561197997477932,4.99,38.0,1.0
76561198052924720,4.99,0.0,1.0
76561198046362843,4.99,75.0,0.0
freckitz,0.99,21.0,1.0
barnziee_,2.99,0.0,1.0
baronthegemini,19.99,257.0,1.0
AusSpades,3.99,32.0,1.0
InviaObscura,2.99,121.0,1.0
76561198041976305,5.99,43.0,1.0
Led_Z,4.99,16.0,1.0
76561198058945401,3.99,60.0,0.0
poop_chute,12.99,53.0,0.0
Sacrilegend,9.99,186.0,1.0
76561198074940106,2.99,70.0,1.0
76561198045646782,2.99,0.0,1.0
craggyteeth,1.99,147.0,1.0
76561198096383797,14.99,42.0,1.0
JewishThong,5.99,79.0,1.0
76561198091404694,2.99,122.0,1.0
76561198118675915,14.99,115.0,1.0
Bart360,7.99,0.0,1.0
Barth901,0.99,11.0,0.0
76561198088097610,5.99,44.0,1.0
BigCutyBootyJudy,7.99,260.0,1.0
76561198057257346,0.99,48.0,0.0
76561198052672138,4.99,0.0,1.0
sebhunt,4.99,51.0,1.0
bassline101,3.99,572.0,1.0
76561198062008042,17.99,11.0,1.0
76561198047141894,0.99,23.0,0.0
76561198046586538,7.99,31.0,1.0
TotallyNotBruceWayne,2.99,20.0,0.0
76561198092805184,24.99,65.0,1.0
76561198070964918,0.99,0.0,1.0
76561198106914692,3.99,69.0,1.0
BatataFritaAlienigena,11.99,69.0,1.0
batatafuriosa,3.99,24.0,1.0
thelazybrowniemkii,0.99,0.0,1.0
76561198088127282,6.99,30.0,1.0
76561197974754955,4.99,27.0,1.0
jojoleigh,0.99,165.0,1.0
davebatman,0.99,80.0,0.0
76561198021812759,12.99,27.0,0.0
Cardinal4766,9.99,123.0,1.0
76561198047431094,4.99,0.0,1.0
kaorao,14.99,91.0,1.0
batman0180,3.99,0.0,1.0
76561198301150825,5.99,36.0,1.0
76561198072763246,2.99,95.0,1.0
76561198101249923,9.99,57.0,1.0
76561198072763246,4.99,95.0,1.0
76561198101249923,3.99,57.0,1.0
batmun1989,9.99,65.0,1.0
BatRambo,9.99,173.0,0.0
BM5K,2.99,224.0,1.0
76561198043413238,14.99,136.0,1.0
Battleredwing,4.99,169.0,1.0
BZ4LIFE,2.99,278.0,1.0
batutalol,4.99,2.0,1.0
ShakEnBakE,5.99,250.0,1.0
bauluci,9.99,177.0,1.0
bawssnass,4.99,118.0,1.0
Bawst,14.99,116.0,1.0
bawsup,9.99,134.0,1.0
76561198065066963,4.99,0.0,1.0
baygadosi,2.99,291.0,1.0
76561198050716931,0.99,35.0,1.0
yongyong3,1.99,5.0,1.0
Baysik,3.99,132.0,0.0
onionstick,2.99,30.0,1.0
76561198049953557,4.99,45.0,1.0
76561198090675223,2.99,51.0,0.0
Us3,1.99,82.0,1.0
76561198001277753,3.99,0.0,1.0
Fahkung,7.99,48.0,1.0
76561198192790182,1.99,43.0,1.0
bjbuck,9.99,124.0,1.0
wakaka011,8.99,22.0,1.0
76561198068628668,9.99,55.0,1.0
76561198059947181,5.99,67.0,1.0
76561198094673744,7.99,29.0,1.0
76561197996383185,4.99,295.0,1.0
76561198073148238,3.99,153.0,1.0
bcookew,19.99,99.0,1.0
76561198097585251,3.99,46.0,1.0
76561198090886295,4.99,89.0,1.0
76561198046868726,4.99,72.0,1.0
76561198051980532,1.99,110.0,1.0
76561197975163417,0.99,17.0,1.0
76561197966220930,2.99,73.0,1.0
76561198047624383,0.99,60.0,0.0
ughok,29.99,641.0,1.0
76561198012600826,2.99,3.0,1.0
76561198038055981,3.99,45.0,1.0
76561198267779591,19.99,38.0,1.0
bwf1998,0.99,84.0,1.0
76561198128670473,9.99,45.0,1.0
76561198088531324,0.99,20.0,1.0
76561198076158922,2.99,0.0,1.0
76561198062733233,4.99,83.0,1.0
76561198086314194,9.99,34.0,1.0
bearorca,3.99,0.0,1.0
76561198068717523,9.99,113.0,1.0
76561198080482186,3.99,0.0,1.0
BeastThePimp,4.99,185.0,1.0
76561198017392306,19.99,39.0,1.0
76561198086657687,19.99,0.0,0.0
76561198078500090,14.99,128.0,0.0
76561198064901359,9.99,18.0,1.0
BeastyBoss_303,19.99,22.0,1.0
76561198070608582,9.99,16.0,1.0
76561198002294016,24.99,81.0,1.0
76561198080784853,3.99,35.0,1.0
beatus,6.99,180.0,1.0
Beauhobbit,12.99,61.0,1.0
76561197964880950,1.99,205.0,1.0
76561198002006937,2.99,6.0,1.0
76561197994075011,4.99,42.0,1.0
76561198086261666,12.99,3.0,1.0
bebb0,4.99,74.0,1.0
BecauseImSAD,8.99,87.0,1.0
76561198050238243,5.99,38.0,1.0
76561198095893262,4.99,16.0,1.0
A_wild_animal,0.99,46.0,1.0
76561198044313905,14.99,14.0,1.0
zi8gzag,8.99,30.0,1.0
76561198091221224,0.99,0.0,1.0
76561198063472711,14.99,70.0,1.0
76561198058183790,15.99,114.0,1.0
76561198059654080,4.99,97.0,1.0
ATinyHedgehog,9.99,99.0,1.0
l33t_llama,6.99,723.0,1.0
76561198088645702,1.99,128.0,1.0
76561198064214271,4.99,55.0,1.0
76561198057129693,0.99,0.0,1.0
pomni,1.99,42.0,0.0
76561198074630896,15.99,0.0,1.0
ray025,9.99,14.0,1.0
76561198070335606,34.99,49.0,1.0
76561198060660957,99.99,18.0,1.0
raoey,9.99,124.0,1.0
aji122,13.99,37.0,1.0
dionnuner,9.99,112.0,1.0
76561198045930567,8.99,26.0,1.0
Zanscape,1.99,258.0,1.0
Doritatos,8.99,46.0,1.0
IceGladiat,29.99,23.0,1.0
monorok,2.99,9.0,1.0
76561198106602038,2.99,6.0,1.0
76561198068466372,4.99,0.0,1.0
76561198044563751,19.99,130.0,1.0
76561198065231035,1.99,25.0,0.0
76561198066900801,4.99,86.0,1.0
76561198059664860,0.99,93.0,1.0
76561198115929312,4.99,92.0,1.0
76561198002971300,14.99,293.0,1.0
AdeNx,29.99,0.0,0.0
theneonwolf,4.99,372.0,0.0
76561198009850976,1.99,83.0,1.0
76561198052035059,0.99,63.0,1.0
OG1,29.99,283.0,1.0
Automatonic_Cabbage,19.99,79.0,1.0
76561198070869544,2.99,0.0,1.0
76561197995096795,1.99,71.0,1.0
76561198071247027,9.99,8.0,1.0
76561198105953265,4.99,52.0,1.0
76561198021350954,29.99,60.0,1.0
76561198106222255,24.99,49.0,1.0
76561197991420539,5.99,42.0,1.0
76561198092188845,4.99,43.0,1.0
BENA1337,1.99,0.0,1.0
Jewiz,4.99,0.0,1.0
76561198051009244,2.99,88.0,0.0
76561198047756059,2.99,54.0,1.0
76561198093658975,19.99,56.0,0.0
SuperAnalNoScope,2.99,155.0,1.0
76561197970725078,1.99,193.0,1.0
76561198059330110,0.99,0.0,0.0
76561198045613225,4.99,134.0,1.0
76561198082675445,3.99,18.0,1.0
ZombieKiller17_,4.99,0.0,1.0
76561198030539831,29.99,0.0,1.0
realcasually,9.99,53.0,1.0
76561197970512992,2.99,86.0,1.0
76561198066238622,1.99,6.0,1.0
76561198057363413,4.99,54.0,1.0
Cryptonial,4.99,49.0,1.0
b3nny_d_,19.99,236.0,1.0
JavaTheCat,2.99,25.0,1.0
bobbobbobbobbobbob,0.99,203.0,1.0
76561198070070420,0.99,34.0,1.0
creeper_buster_1,3.99,45.0,0.0
Darkshadow2913,24.99,91.0,1.0
Darkshadow2913,4.99,91.0,0.0
stevensben,16.99,11.0,1.0
76561198069241312,8.99,41.0,1.0
76561198033231129,0.99,278.0,1.0
76561198077029675,9.99,22.0,1.0
76561198197819339,7.99,43.0,1.0
76561198068664336,2.99,57.0,1.0
76561198082986194,14.99,677.0,1.0
yozaseigfuckcriprep,4.99,171.0,1.0
76561198091944271,6.99,28.0,1.0
76561198081756988,4.99,0.0,1.0
TitlerBitch,1.99,365.0,1.0
bermo,1.99,32.0,1.0
th4tone,4.99,260.0,1.0
myteddybernie,4.99,128.0,1.0
paginihuehue,4.99,59.0,1.0
76561198260781531,9.99,1.0,1.0
76561198082034427,4.99,39.0,1.0
gamingtonemsi,59.99,18.0,1.0
Bernyo,3.99,0.0,0.0
Berron0,4.99,87.0,1.0
76561198090464330,3.99,69.0,1.0
76561198066206421,9.99,0.0,1.0
76561198073761454,4.99,0.0,1.0
76561198069634527,2.99,49.0,1.0
76561198081124003,0.99,68.0,1.0
llamaemperor,1.99,38.0,1.0
deredera,29.99,81.0,1.0
76561198088641465,9.99,2.0,1.0
sriyhoiwtwiug7edfieithweugh,5.99,57.0,1.0
TheBetacrowisawesome,10.99,142.0,1.0
76561198068682871,59.99,20.0,1.0
76561198053180471,9.99,79.0,1.0
76561198060324840,9.99,34.0,1.0
76561198028594573,2.99,106.0,1.0
76561198069331337,2.99,29.0,1.0
76561198082014002,5.99,27.0,1.0
kiwbewte,3.99,50.0,1.0
artynox,8.99,56.0,1.0
76561198073414255,6.99,113.0,1.0
bazza185,0.99,70.0,1.0
76561198091664122,11.99,87.0,1.0
76561198051096800,7.99,23.0,1.0
76561198100496808,2.99,25.0,1.0
76561198027517385,4.99,61.0,1.0
76561198015234593,0.99,32.0,1.0
76561198091171817,14.99,17.0,1.0
bibizerabalatensa,9.99,27.0,1.0
76561198085181692,0.99,2.0,0.0
76561198042690669,2.99,91.0,1.0
76561197980395657,4.99,18.0,1.0
76561198096267228,4.99,83.0,1.0
76561198065295843,1.99,15.0,1.0
76561198048590320,7.99,481.0,1.0
bigbadbanulla,9.99,130.0,1.0
KayteeX,14.99,24.0,1.0
76561198085407072,7.99,0.0,1.0
76561197965716900,2.99,53.0,1.0
76561198024019267,19.99,26.0,1.0
76561198046377846,9.99,161.0,0.0
76561198057334670,2.99,23.0,1.0
RedD34TH,6.99,79.0,1.0
wannabefam0us,4.99,100.0,1.0
76561198011652553,9.99,15.0,0.0
crowbarpls,9.99,82.0,1.0
blackandwhitecat,0.99,30.0,1.0
76561198070197147,7.99,80.0,0.0
76561198065979562,0.99,51.0,0.0
76561198072260076,4.99,29.0,1.0
76561198011144513,19.98,0.0,1.0
76561198210065223,2.99,21.0,1.0
76561198074204132,9.99,98.0,1.0
76561198057355556,8.99,34.0,1.0
76561198085797124,4.99,3.0,1.0
